TransactionID,OrderDate,DeliveryDate,Manufacturer,ManufacturerRegion,TherapeuticCategory,ProductDescription,Quantity,UnitPrice,TotalCost,ComplianceStandards,RiskFactors,ShortageRisk,ColdChainRequired,LeadTimeDays,OnTimeDelivery,SavingsIdentified,SavingsRealized,PaymentTermsDays,ContractNumber
PHRX00093,2023-05-22,2023-05-31,Galway MedTech Solutions,Ireland,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,1579,429.82,678685.78,"GMP Certified, WHO Prequalified, ISO 13485 Certified, EMA Certified",Transportation Delays,Medium,True,9,True,0.0,0.0,90,PHR-CON-5834
PHRX00094,2025-01-09,2025-02-26,Texas Pharma Manufacturing,USA,Vaccines - Injectable,Vaccines Pharmaceutical Product,1113,2531.77,2817860.01,"FDA Approved, GDP Compliant, WHO Prequalified",Geopolitical Risk,Medium,True,48,False,539688.78,537256.41,90,PHR-CON-1329
PHRX00095,2024-10-04,2024-10-21,Hyderabad Drug Manufacturing,India,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,5643,1967.71,11103787.53,"GMP Certified, FDA Approved, GDP Compliant, WHO Prequalified",Manufacturing Capacity Constraints,Medium,True,17,True,0.0,0.0,90,PHR-CON-1695
PHRX00096,2024-03-14,2024-05-02,Swiss MedSupply GmbH,EU,Respiratory - Inhaled,Respiratory Pharmaceutical Product,2417,453.43,1095940.31,"GDP Compliant, ISO 13485 Certified, EMA Certified",Single Source Supplier,Medium,False,49,False,137360.62,123051.9,90,
PHRX00097,2024-03-01,2024-04-21,German Pharma AG,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,398,2567.02,1021673.96,"GDP Compliant, EMA Certified, GMP Certified",Transportation Delays,Medium,False,51,False,0.0,0.0,30,PHR-CON-6829
PHRX00098,2023-08-20,2023-09-05,Galway MedTech Solutions,Ireland,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8943,2563.06,22921445.58,"GMP Certified, FDA Approved, GDP Compliant, ISO 13485 Certified",None,Low,False,16,True,0.0,0.0,90,PHR-CON-4083
PHRX00099,2025-12-13,2026-02-07,Swiss MedSupply GmbH,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,6068,266.28,1615787.04,"WHO Prequalified, EMA Certified, ISO 13485 Certified, GDP Compliant",None,Low,True,56,False,0.0,0.0,90,PHR-CON-1585
PHRX00100,2023-12-29,2024-01-20,Delhi Biotech Solutions,India,Oncology - Injectable,Oncology Pharmaceutical Product,9445,1870.81,17669800.45,"ISO 13485 Certified, GDP Compliant, WHO Prequalified",Regulatory Approval Delays,Medium,True,22,True,0.0,0.0,90,
PHRX00101,2026-01-17,2026-02-01,Mumbai Generics Ltd,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,9185,4376.88,40201642.8,"WHO Prequalified, GMP Certified","Quality Audit Issues, Single Source Supplier",High,True,15,True,0.0,0.0,90,PHR-CON-4465
PHRX00102,2025-03-18,2025-04-03,Shanghai Medical Supply Co,China,Oncology - Injectable,Oncology Pharmaceutical Product,5827,4092.68,23848046.36,"ISO 13485 Certified, FDA Approved",Quality Audit Issues,Medium,True,16,True,5935899.65,4080671.83,30,PHR-CON-4900
PHRX00103,2023-12-26,2024-02-24,Bangalore Pharmaceutical Co,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,7840,239.6,1878464.0,"EMA Certified, ISO 13485 Certified, GMP Certified, GDP Compliant",None,Low,False,60,False,190071.98,174387.53,90,PHR-CON-6576
PHRX00104,2025-05-10,2025-06-24,Italian Drug Manufacturing,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,3993,3892.05,15540955.65,"FDA Approved, WHO Prequalified, EMA Certified",Transportation Delays,Medium,False,45,False,0.0,0.0,60,PHR-CON-6596
PHRX00105,2024-06-18,2024-08-02,German Pharma AG,EU,Oncology - Injectable,Oncology Pharmaceutical Product,4872,3606.79,17572280.88,"FDA Approved, GMP Certified, GDP Compliant",None,Low,True,45,False,0.0,0.0,30,PHR-CON-2976
PHRX00106,2023-11-03,2023-12-13,Mumbai Generics Ltd,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,7802,1982.75,15469415.5,"WHO Prequalified, ISO 13485 Certified","Quality Audit Issues, Raw Material Shortage, Single Source Supplier",High,False,40,False,0.0,0.0,30,PHR-CON-2957
PHRX00107,2025-04-28,2025-06-20,Galway MedTech Solutions,Ireland,Pain Management - Injectable,Pain Management Pharmaceutical Product,9045,269.46,2437265.7,"WHO Prequalified, EMA Certified, ISO 13485 Certified","Regulatory Approval Delays, Raw Material Shortage, Geopolitical Risk",High,False,53,False,0.0,0.0,60,PHR-CON-7305
PHRX00108,2024-12-12,2024-12-21,Bangalore Pharmaceutical Co,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,786,3965.99,3117268.14,"GDP Compliant, GMP Certified, ISO 13485 Certified","Manufacturing Capacity Constraints, Regulatory Approval Delays, Quality Audit Issues",High,False,9,True,559175.87,359581.09,30,
PHRX00109,2024-12-09,2025-01-26,Hyderabad Drug Manufacturing,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7259,4006.74,29084925.66,"WHO Prequalified, ISO 13485 Certified, GMP Certified",Geopolitical Risk,Medium,False,48,False,0.0,0.0,90,PHR-CON-5477
PHRX00110,2023-05-04,2023-05-28,Limerick Drug Manufacturing Co,Ireland,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,3056,2181.51,6666694.56,"GDP Compliant, WHO Prequalified, FDA Approved, ISO 13485 Certified",Quality Audit Issues,Medium,False,24,True,1136833.59,810628.33,60,PHR-CON-7035
PHRX00111,2024-10-23,2024-11-27,Galway MedTech Solutions,Ireland,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,1039,1409.05,1464002.95,"WHO Prequalified, ISO 13485 Certified",Transportation Delays,Medium,False,35,False,0.0,0.0,30,PHR-CON-5869
PHRX00112,2023-11-21,2023-12-07,Italian Drug Manufacturing,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,3966,674.84,2676415.44,"GDP Compliant, WHO Prequalified, ISO 13485 Certified, GMP Certified",None,Low,False,16,True,374656.71,256820.53,30,PHR-CON-8276
PHRX00113,2023-03-07,2023-04-19,Texas Pharma Manufacturing,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,4666,1606.21,7494575.86,"FDA Approved, WHO Prequalified","Regulatory Approval Delays, Manufacturing Capacity Constraints",High,False,43,False,0.0,0.0,60,PHR-CON-6539
PHRX00114,2023-05-11,2023-07-06,Delhi Biotech Solutions,India,Oncology - Injectable,Oncology Pharmaceutical Product,4778,4982.01,23804043.78,"ISO 13485 Certified, EMA Certified, FDA Approved, WHO Prequalified","Regulatory Approval Delays, Geopolitical Risk",High,True,56,False,0.0,0.0,30,PHR-CON-3850
PHRX00115,2024-01-02,2024-02-29,Hyderabad Drug Manufacturing,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,4857,2772.49,13465983.93,"EMA Certified, WHO Prequalified, GDP Compliant",Single Source Supplier,Medium,False,58,False,0.0,0.0,30,
PHRX00116,2023-09-18,2023-11-14,Shanghai Medical Supply Co,China,Respiratory - Inhaled,Respiratory Pharmaceutical Product,6144,2792.41,17156567.04,"GMP Certified, EMA Certified, FDA Approved",None,Low,False,57,False,0.0,0.0,60,PHR-CON-5714
PHRX00117,2024-12-21,2025-01-30,Guangzhou Biotech Ltd,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,5294,670.37,3548938.78,"FDA Approved, ISO 13485 Certified, GMP Certified, GDP Compliant",Geopolitical Risk,Medium,False,40,False,0.0,0.0,90,
PHRX00118,2023-12-03,2024-01-16,California Biologics Corporation,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,1007,2539.18,2556954.26,"GMP Certified, EMA Certified",Geopolitical Risk,Medium,False,44,False,490593.68,330175.21,60,
PHRX00119,2025-12-29,2026-01-10,Bangalore Pharmaceutical Co,India,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,5061,669.59,3388794.99,"GMP Certified, FDA Approved, EMA Certified, GDP Compliant","Geopolitical Risk, Transportation Delays, Manufacturing Capacity Constraints",High,True,12,True,0.0,0.0,90,PHR-CON-8105
PHRX00120,2024-08-18,2024-08-27,Cork Pharmaceutical Manufacturing Ltd,Ireland,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,9549,4745.31,45312965.19,"WHO Prequalified, EMA Certified, ISO 13485 Certified",Single Source Supplier,Medium,False,9,True,0.0,0.0,60,PHR-CON-4854
PHRX00121,2025-01-23,2025-03-12,Delhi Biotech Solutions,India,Oncology - Injectable,Oncology Pharmaceutical Product,6753,4033.21,27236267.13,"ISO 13485 Certified, FDA Approved, GMP Certified",None,Low,True,48,False,0.0,0.0,60,PHR-CON-1760
PHRX00122,2023-06-07,2023-07-22,Texas Pharma Manufacturing,USA,Respiratory - Inhaled,Respiratory Pharmaceutical Product,5758,3684.29,21214141.82,"EMA Certified, GDP Compliant, FDA Approved",Regulatory Approval Delays,Medium,False,45,False,2968265.8,1693214.03,60,PHR-CON-1478
PHRX00123,2025-07-29,2025-09-13,Beijing Pharmaceutical Group,China,Pain Management - Injectable,Pain Management Pharmaceutical Product,9564,4076.72,38989750.08,"GDP Compliant, EMA Certified, GMP Certified, ISO 13485 Certified","Regulatory Approval Delays, Transportation Delays, Quality Audit Issues",High,False,46,False,0.0,0.0,60,PHR-CON-9649
PHRX00124,2024-03-15,2024-04-23,Beijing Pharmaceutical Group,China,Oncology - Injectable,Oncology Pharmaceutical Product,897,2937.55,2634982.35,"GDP Compliant, ISO 13485 Certified",Transportation Delays,Medium,True,39,False,0.0,0.0,90,PHR-CON-2349
PHRX00125,2025-11-10,2025-11-17,Limerick Drug Manufacturing Co,Ireland,Pain Management - Injectable,Pain Management Pharmaceutical Product,6092,4418.16,26915430.72,"GDP Compliant, FDA Approved, ISO 13485 Certified",None,Low,False,7,True,0.0,0.0,60,PHR-CON-4186
PHRX00126,2025-03-21,2025-04-01,Guangzhou Biotech Ltd,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,2046,4135.29,8460803.34,"FDA Approved, ISO 13485 Certified",Quality Audit Issues,Medium,True,11,True,0.0,0.0,30,PHR-CON-7036
PHRX00127,2024-05-30,2024-06-18,Italian Drug Manufacturing,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,2345,274.25,643116.25,"GDP Compliant, ISO 13485 Certified, GMP Certified, FDA Approved",Manufacturing Capacity Constraints,Medium,False,19,True,151951.49,100176.3,90,PHR-CON-2608
PHRX00128,2024-01-15,2024-03-09,Hyderabad Drug Manufacturing,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,5011,3558.26,17830440.86,"FDA Approved, GDP Compliant, GMP Certified",Regulatory Approval Delays,Medium,True,54,False,0.0,0.0,90,
PHRX00129,2025-03-14,2025-05-04,Limerick Drug Manufacturing Co,Ireland,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,9577,4837.0,46323949.0,"EMA Certified, FDA Approved, ISO 13485 Certified, GMP Certified",Raw Material Shortage,Medium,True,51,False,0.0,0.0,30,
PHRX00130,2024-06-29,2024-08-27,Boston Scientific Supply Inc,USA,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7325,994.38,7283833.5,"ISO 13485 Certified, EMA Certified, WHO Prequalified",Regulatory Approval Delays,Medium,False,59,False,0.0,0.0,60,PHR-CON-7421
PHRX00131,2024-03-18,2024-05-11,Dublin BioPharmaceuticals,Ireland,Oncology - Injectable,Oncology Pharmaceutical Product,7937,2826.39,22433057.43,"ISO 13485 Certified, GDP Compliant, EMA Certified, WHO Prequalified","Quality Audit Issues, Manufacturing Capacity Constraints, Transportation Delays",High,True,54,False,0.0,0.0,90,
PHRX00132,2025-07-17,2025-09-03,Delhi Biotech Solutions,India,Oncology - Injectable,Oncology Pharmaceutical Product,4671,4788.82,22368578.22,"GDP Compliant, EMA Certified, WHO Prequalified, GMP Certified","Raw Material Shortage, Transportation Delays",High,True,48,False,0.0,0.0,90,PHR-CON-2304
PHRX00133,2025-06-23,2025-08-19,Hyderabad Drug Manufacturing,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8999,2888.71,25995501.29,"ISO 13485 Certified, GDP Compliant, EMA Certified",None,Low,False,57,False,5012667.22,3374436.13,60,PHR-CON-5255
PHRX00134,2023-07-06,2023-08-29,Beijing Pharmaceutical Group,China,Oncology - Injectable,Oncology Pharmaceutical Product,4542,4148.36,18841851.12,"WHO Prequalified, GDP Compliant, EMA Certified, FDA Approved",Manufacturing Capacity Constraints,Medium,True,54,False,1133395.49,1079663.58,30,PHR-CON-7864
PHRX00135,2024-01-08,2024-01-18,Limerick Drug Manufacturing Co,Ireland,Respiratory - Inhaled,Respiratory Pharmaceutical Product,1747,3600.92,6290807.24,"EMA Certified, FDA Approved, WHO Prequalified, ISO 13485 Certified",Regulatory Approval Delays,Medium,False,10,True,0.0,0.0,60,PHR-CON-6769
PHRX00136,2024-11-20,2024-12-17,Mumbai Generics Ltd,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,3904,3278.88,12800747.52,"WHO Prequalified, FDA Approved, EMA Certified, ISO 13485 Certified","Geopolitical Risk, Single Source Supplier",High,False,27,True,0.0,0.0,60,PHR-CON-1266
PHRX00137,2025-03-11,2025-03-29,Mumbai Generics Ltd,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,9975,1527.04,15232224.0,"GDP Compliant, WHO Prequalified",Raw Material Shortage,Medium,False,18,True,0.0,0.0,30,PHR-CON-9937
PHRX00138,2024-12-16,2025-01-24,Shenzhen Drug Manufacturing,China,Oncology - Injectable,Oncology Pharmaceutical Product,5517,4053.63,22363876.71,"WHO Prequalified, ISO 13485 Certified",Raw Material Shortage,Medium,True,39,False,4412920.19,3951257.39,30,PHR-CON-4532
PHRX00139,2025-07-17,2025-08-04,Italian Drug Manufacturing,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,1521,2600.64,3955573.44,"WHO Prequalified, FDA Approved, EMA Certified","Regulatory Approval Delays, Quality Audit Issues, Geopolitical Risk",High,False,18,True,501230.01,362573.63,60,PHR-CON-1849
PHRX00140,2025-05-02,2025-05-28,German Pharma AG,EU,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,3971,3285.73,13047633.83,"WHO Prequalified, FDA Approved",Geopolitical Risk,Medium,True,26,True,0.0,0.0,90,PHR-CON-7457
PHRX00141,2023-11-26,2024-01-21,Mumbai Generics Ltd,India,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,3718,1869.34,6950206.12,"EMA Certified, ISO 13485 Certified",None,Low,True,56,False,0.0,0.0,60,PHR-CON-9185
PHRX00142,2023-03-11,2023-05-01,Italian Drug Manufacturing,EU,Oncology - Injectable,Oncology Pharmaceutical Product,9861,3821.21,37680951.81,"GMP Certified, ISO 13485 Certified",Quality Audit Issues,Medium,True,51,False,6135730.48,3257330.61,90,PHR-CON-2125
PHRX00143,2024-10-28,2024-11-16,Swiss MedSupply GmbH,EU,Pain Management - Injectable,Pain Management Pharmaceutical Product,8625,1674.18,14439802.5,"FDA Approved, EMA Certified, ISO 13485 Certified",None,Low,False,19,True,0.0,0.0,60,
PHRX00144,2025-12-25,2026-01-09,Italian Drug Manufacturing,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,9255,2841.36,26296786.8,"WHO Prequalified, GDP Compliant, FDA Approved",Transportation Delays,Medium,True,15,True,2460860.19,1320287.82,90,PHR-CON-6414
PHRX00145,2023-05-04,2023-05-15,German Pharma AG,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7834,4931.38,38632430.92,"GDP Compliant, ISO 13485 Certified",None,Low,False,11,True,6888355.6,5955980.5,60,
PHRX00146,2023-04-15,2023-05-16,Guangzhou Biotech Ltd,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,8935,447.24,3996089.4,"WHO Prequalified, GDP Compliant",None,Low,False,31,False,0.0,0.0,30,PHR-CON-1079
PHRX00147,2023-05-07,2023-06-29,Boston Scientific Supply Inc,USA,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,7685,4893.53,37606778.05,"WHO Prequalified, GMP Certified, ISO 13485 Certified, GDP Compliant",Geopolitical Risk,Medium,False,53,False,4483929.37,2859961.64,90,
PHRX00148,2025-12-17,2026-02-10,Cork Pharmaceutical Manufacturing Ltd,Ireland,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,356,3093.87,1101417.72,"EMA Certified, FDA Approved",None,Low,False,55,False,186753.06,159046.96,90,PHR-CON-3349
PHRX00149,2025-10-01,2025-10-10,Guangzhou Biotech Ltd,China,Oncology - Injectable,Oncology Pharmaceutical Product,1024,2721.81,2787133.44,"GMP Certified, GDP Compliant",None,Low,True,9,True,0.0,0.0,90,PHR-CON-8048
PHRX00150,2026-01-12,2026-02-26,Bangalore Pharmaceutical Co,India,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,8640,4387.48,37907827.2,"ISO 13485 Certified, GDP Compliant",None,Low,True,45,False,0.0,0.0,90,PHR-CON-1691
PHRX00151,2023-10-02,2023-10-20,Guangzhou Biotech Ltd,China,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,6344,4862.84,30849856.96,"GDP Compliant, ISO 13485 Certified, GMP Certified, FDA Approved",None,Low,False,18,True,4861494.85,3016480.23,90,PHR-CON-2505
PHRX00152,2024-07-29,2024-08-14,Shanghai Medical Supply Co,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,9230,4840.54,44678184.2,"EMA Certified, ISO 13485 Certified, WHO Prequalified, GMP Certified",None,Low,False,16,True,0.0,0.0,60,
PHRX00153,2024-06-17,2024-06-29,Swiss MedSupply GmbH,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,9978,1378.88,13758464.64,"FDA Approved, EMA Certified","Manufacturing Capacity Constraints, Raw Material Shortage",High,False,12,True,0.0,0.0,30,PHR-CON-3485
PHRX00154,2023-05-30,2023-06-27,Mumbai Generics Ltd,India,Oncology - Injectable,Oncology Pharmaceutical Product,2022,4688.94,9481036.68,"ISO 13485 Certified, EMA Certified, GMP Certified, WHO Prequalified","Manufacturing Capacity Constraints, Quality Audit Issues, Raw Material Shortage",High,True,28,True,0.0,0.0,60,PHR-CON-9527
PHRX00155,2025-03-19,2025-04-14,Hyderabad Drug Manufacturing,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,7792,2356.72,18363562.24,"EMA Certified, GDP Compliant, GMP Certified",Manufacturing Capacity Constraints,Medium,True,26,True,0.0,0.0,30,PHR-CON-9960
PHRX00156,2025-07-19,2025-08-11,Italian Drug Manufacturing,EU,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,5504,804.44,4427637.76,"ISO 13485 Certified, GMP Certified","Regulatory Approval Delays, Manufacturing Capacity Constraints",High,True,23,True,0.0,0.0,60,PHR-CON-3914
PHRX00157,2023-07-12,2023-09-05,Guangzhou Biotech Ltd,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,5870,882.76,5181801.2,"EMA Certified, GMP Certified",Manufacturing Capacity Constraints,Medium,True,55,False,0.0,0.0,90,
PHRX00158,2025-03-22,2025-03-31,Cork Pharmaceutical Manufacturing Ltd,Ireland,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,3891,2091.34,8137403.94,"WHO Prequalified, EMA Certified",None,Low,False,9,True,0.0,0.0,90,PHR-CON-7279
PHRX00159,2025-09-13,2025-10-30,Italian Drug Manufacturing,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,8819,127.87,1127685.53,"ISO 13485 Certified, FDA Approved, GMP Certified, GDP Compliant","Manufacturing Capacity Constraints, Quality Audit Issues",High,True,47,False,239781.4,200700.98,30,
PHRX00160,2023-08-17,2023-08-30,Dublin BioPharmaceuticals,Ireland,Oncology - Injectable,Oncology Pharmaceutical Product,8725,1000.06,8725523.5,"GDP Compliant, WHO Prequalified, ISO 13485 Certified",None,Low,True,13,True,0.0,0.0,30,PHR-CON-7323
PHRX00161,2024-11-24,2025-01-14,Texas Pharma Manufacturing,USA,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,619,3285.99,2034027.81,"ISO 13485 Certified, WHO Prequalified",Regulatory Approval Delays,Medium,False,51,False,105545.77,61817.29,60,PHR-CON-1087
PHRX00162,2023-09-26,2023-11-13,Mumbai Generics Ltd,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,9386,1187.34,11144373.24,"GDP Compliant, FDA Approved, GMP Certified",Quality Audit Issues,Medium,False,48,False,0.0,0.0,30,PHR-CON-1711
PHRX00163,2025-12-28,2026-01-15,Mumbai Generics Ltd,India,Oncology - Injectable,Oncology Pharmaceutical Product,6625,2955.83,19582373.75,"GDP Compliant, EMA Certified",Manufacturing Capacity Constraints,Medium,True,18,True,0.0,0.0,90,PHR-CON-7712
PHRX00164,2023-02-27,2023-03-27,Beijing Pharmaceutical Group,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,5766,2528.92,14581752.72,"FDA Approved, ISO 13485 Certified",None,Low,False,28,True,2493971.83,2012467.22,60,PHR-CON-4856
PHRX00165,2023-02-09,2023-02-17,Delhi Biotech Solutions,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,9160,1179.29,10802296.4,"ISO 13485 Certified, EMA Certified, WHO Prequalified",None,Low,True,8,True,0.0,0.0,90,
